id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii
648,بودريعة بني  ياجيس,Boudria Beniyadjis,جيملة,Djimla,18,جيجل,Jijel
653,الجمعة بني حبيبي,Djemaa Beni Habibi,العنصر,El Ancer,18,جيجل,Jijel
726,الرصفة,Rosfa,صالح باي,Salah Bey,19,سطيف,Sétif
721,واد البارد,Oued El Bared,عموشة,Amoucha,19,سطيف,Sétif
734,تيزي نبشار,Tizi N'bechar,عموشة,Amoucha,19,سطيف,Sétif
720,مزلوق,Mezloug,عين أرنات,Ain Arnat,19,سطيف,Sétif
709,قلال,Guellal,عين ولمان,Ain Oulmene,19,سطيف,Sétif
717,قصر الابطال,Kasr El Abtal,عين ولمان,Ain Oulmene,19,سطيف,Sétif
724,أولاد سي أحمد,Ouled Si Ahmed,عين ولمان,Ain Oulmene,19,سطيف,Sétif
684,أيت نوال مزادة,Ait Naoual Mezada,بوعنداس,Bouandas,19,سطيف,Sétif
685,ايت تيزي,Ait-Tizi,بوعنداس,Bouandas,19,سطيف,Sétif
699,بوعنداس,Bouandas,بوعنداس,Bouandas,19,سطيف,Sétif
701,بوسلام,Bousselam,بوعنداس,Bouandas,19,سطيف,Sétif
713,حمام السخنة,Hamam Soukhna,حمام السخنة,Hammam Sokhna,19,سطيف,Sétif
732,الطاية,Taya,حمام السخنة,Hammam Sokhna,19,سطيف,Sétif
733,التلة,Tella,حمام السخنة,Hammam Sokhna,19,سطيف,Sétif
680,عين ولمان,Ain Oulmene,عين ولمان,Ain Oulmene,19,سطيف,Sétif
702,بوطالب,Boutaleb,صالح باي,Salah Bey,19,سطيف,Sétif
714,الحامة,Hamma,صالح باي,Salah Bey,19,سطيف,Sétif
725,أولاد تبان,Ouled Tebben,صالح باي,Salah Bey,19,سطيف,Sétif
686,عموشة,Amoucha,عموشة,Amoucha,19,سطيف,Sétif
727,صالح باي,Salah Bey,صالح باي,Salah Bey,19,سطيف,Sétif
677,عين أزال,Ain Azel,عين أزال,Ain Azel,19,سطيف,Sétif
679,عين الحجر,Ain Lahdjar,عين أزال,Ain Azel,19,سطيف,Sétif
689,بيضاء برج,Beidha Bordj,عين أزال,Ain Azel,19,سطيف,Sétif
697,بئر حدادة,Bir Haddada,عين أزال,Ain Azel,19,سطيف,Sétif
711,قنزات,Guenzet,قنزات,Guenzet,19,سطيف,Sétif
716,حربيل,Harbil,قنزات,Guenzet,19,سطيف,Sétif
682,عين الروى,Ain-Roua,بوقاعة,Bougaa,19,سطيف,Sétif
694,بني وسين,Beni Oussine,بوقاعة,Bougaa,19,سطيف,Sétif
707,أوريسيا,El Ouricia,عين أرنات,Ain Arnat,19,سطيف,Sétif
700,بوقاعة,Bougaa,بوقاعة,Bougaa,19,سطيف,Sétif
705,ذراع قبيلة,Draa-Kebila,حمام قرقور,Hammam Guergour,19,سطيف,Sétif
715,حمام قرقور,Hammam Guergour,حمام قرقور,Hammam Guergour,19,سطيف,Sétif
729,سطيف,Setif,سطيف,Setif,19,سطيف,Sétif
678,عين الكبيرة,Ain El Kebira,عين الكبيرة,Ain El Kebira,19,سطيف,Sétif
703,الدهامشة,Dehamcha,عين الكبيرة,Ain El Kebira,19,سطيف,Sétif
722,أولاد عدوان,Ouled Addouane,عين الكبيرة,Ain El Kebira,19,سطيف,Sétif
683,عين السبت,Ain-Sebt,بني عزيز,Beni Aziz,19,سطيف,Sétif
695,بني عزيز,Beni-Aziz,بني عزيز,Beni Aziz,19,سطيف,Sétif
718,معاوية,Maaouia,بني عزيز,Beni Aziz,19,سطيف,Sétif
690,بلاعة,Bellaa,بئر العرش,Bir El Arch,19,سطيف,Sétif
698,بئر العرش,Bir-El-Arch,بئر العرش,Bir El Arch,19,سطيف,Sétif
708,الولجة,El-Ouldja,بئر العرش,Bir El Arch,19,سطيف,Sétif
730,تاشودة,Tachouda,بئر العرش,Bir El Arch,19,سطيف,Sétif
731,تالة إيفاسن,Tala-Ifacene,ماوكلان,Maoklane,19,سطيف,Sétif
728,سرج الغول,Serdj-El-Ghoul,بابور,Babor,19,سطيف,Sétif
712,قجال,Guidjel,قجال,Guidjel,19,سطيف,Sétif
723,أولاد صابر,Ouled Sabor,قجال,Guidjel,19,سطيف,Sétif
688,بازر سكرة,Bazer-Sakra,العلمة,El Eulma,19,سطيف,Sétif
706,العلمة,El Eulma,العلمة,El Eulma,19,سطيف,Sétif
710,قلتة زرقاء,Guelta Zerka,العلمة,El Eulma,19,سطيف,Sétif
692,بني فودة,Beni Fouda,جميلة,Djemila,19,سطيف,Sétif
704,جميلة,Djemila,جميلة,Djemila,19,سطيف,Sétif
681,عين لقراج,Ain-Legradj,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif
691,بني شبانة,Beni Chebana,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif
693,بني ورتيلان,Beni Ourtilane,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif
696,بني موحلي,Beni-Mouhli,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif
675,عين عباسة,Ain Abessa,عين أرنات,Ain Arnat,19,سطيف,Sétif
676,عين أرنات,Ain Arnat,عين أرنات,Ain Arnat,19,سطيف,Sétif
687,بابور,Babor,بابور,Babor,19,سطيف,Sétif
719,ماوكلان,Maouaklane,ماوكلان,Maoklane,19,سطيف,Sétif
745,سعيدة,Saida,سعيدة,Saida,20,سعيدة,Saïda
749,تيرسين,Tircine,أولاد ابراهيم,Ouled Brahim,20,سعيدة,Saïda
743,أولاد إبراهيم,Ouled Brahim,أولاد ابراهيم,Ouled Brahim,20,سعيدة,Saïda
737,عين السلطان,Ain Soltane,أولاد ابراهيم,Ouled Brahim,20,سعيدة,Saïda
741,المعمورة,Maamora,الحساسنة,El Hassasna,20,سعيدة,Saïda
739,الحساسنة,El Hassasna,الحساسنة,El Hassasna,20,سعيدة,Saïda
736,عين السخونة,Ain Sekhouna,الحساسنة,El Hassasna,20,سعيدة,Saïda
748,سيدي بوبكر,Sidi Boubekeur,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda
744,أولاد خالد,Ouled Khaled,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda
740,هونت,Hounet,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda
750,يوب,Youb,يوب,Youb,20,سعيدة,Saïda
738,دوي ثابت,Doui Thabet,يوب,Youb,20,سعيدة,Saïda
746,سيدي احمد,Sidi Ahmed,عين الحجر,Ain El Hadjar,20,سعيدة,Saïda
742,مولاي العربي,Moulay Larbi,عين الحجر,Ain El Hadjar,20,سعيدة,Saïda
735,عين الحجر,Ain El Hadjar,عين الحجر,Ain El Hadjar,20,سعيدة,Saïda
747,سيدي عمر,Sidi Amar,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda
751,عين بوزيان,Ain Bouziane,سيدي مزغيش,Sidi Mezghiche,21,سكيكدة,Skikda
783,صالح بو الشعور,Salah Bouchaour,الحروش,El Harrouch,21,سكيكدة,Skikda
768,الحدائق,El Hadaiek,الحدائق,El Hadaiek,21,سكيكدة,Skikda
787,زردازة,Zerdezas,الحروش,El Harrouch,21,سكيكدة,Skikda
780,أولاد حبابة,Ouled Habbaba,الحروش,El Harrouch,21,سكيكدة,Skikda
759,بني ولبان,Beni Oulbane,سيدي مزغيش,Sidi Mezghiche,21,سكيكدة,Skikda
784,سيدي مزغيش,Sidi Mezghiche,سيدي مزغيش,Sidi Mezghiche,21,سكيكدة,Skikda
758,بني بشير,Beni Bechir,رمضان جمال,Ramdane Djamel,21,سكيكدة,Skikda
782,رمضان جمال,Ramdane Djamel,رمضان جمال,Ramdane Djamel,21,سكيكدة,Skikda
761,بين الويدان,Bin El Ouiden,تمالوس,Tamalous,21,سكيكدة,Skikda
770,مجاز الدشيش,Emjez Edchich,الحروش,El Harrouch,21,سكيكدة,Skikda
786,تمالوس,Tamalous,تمالوس,Tamalous,21,سكيكدة,Skikda
753,عين قشرة,Ain Kechra,عين قشرة,Ain Kechra,21,سكيكدة,Skikda
778,الولجة بولبلوط,Ouldja Boulbalout,عين قشرة,Ain Kechra,21,سكيكدة,Skikda
781,أم الطوب,Oum Toub,أم الطوب,Oum Toub,21,سكيكدة,Skikda
767,الغدير,El Ghedir,عزابة,Azzaba,21,سكيكدة,Skikda
775,الكركرة,Kerkara,تمالوس,Tamalous,21,سكيكدة,Skikda
766,الحروش,El Arrouch,الحروش,El Harrouch,21,سكيكدة,Skikda
788,الزيتونة,Zitouna,الزيتونة,Zitouna,21,سكيكدة,Skikda
779,أولاد عطية,Ouled Attia,أولاد عطية,Ouled Attia,21,سكيكدة,Skikda
777,وادي الزهور,Oued Zhour,أولاد عطية,Ouled Attia,21,سكيكدة,Skikda
764,القل,Collo,القل,Collo,21,سكيكدة,Skikda
763,الشرايع,Cheraia,القل,Collo,21,سكيكدة,Skikda
760,بني زيد,Beni Zid,القل,Collo,21,سكيكدة,Skikda
776,خناق مايو,Khenag Maoune,أولاد عطية,Ouled Attia,21,سكيكدة,Skikda
769,المرسى,El Marsa,بن عزوز,Ben Azzouz,21,سكيكدة,Skikda
757,بن عزوز,Ben Azzouz,بن عزوز,Ben Azzouz,21,سكيكدة,Skikda
756,بكوش لخضر,Bekkouche Lakhdar,بن عزوز,Ben Azzouz,21,سكيكدة,Skikda
771,السبت,Es Sebt,عزابة,Azzaba,21,سكيكدة,Skikda
752,عين شرشار,Ain Charchar,عزابة,Azzaba,21,سكيكدة,Skikda
755,عزابة,Azzaba,عزابة,Azzaba,21,سكيكدة,Skikda
762,بوشطاطة,Bouchetata,الحدائق,El Hadaiek,21,سكيكدة,Skikda
772,فلفلة,Filfila,سكيكدة,Skikda,21,سكيكدة,Skikda
773,حمادي كرومة,Hammadi Krouma,سكيكدة,Skikda,21,سكيكدة,Skikda
785,سكيكدة,Skikda,سكيكدة,Skikda,21,سكيكدة,Skikda
754,عين زويت,Ain Zouit,الحدائق,El Hadaiek,21,سكيكدة,Skikda
765,جندل سعدي محمد,Djendel Saadi Mohamed,عزابة,Azzaba,21,سكيكدة,Skikda
774,قنواع,Kanoua,الزيتونة,Zitouna,21,سكيكدة,Skikda
822,سيدي علي بن يوب,Sidi Ali Benyoub,سيدي علي بن يوب,Sidi Ali Ben Youb,22,سيدي بلعباس,Sidi Bel Abbès
814,مولاي سليسن,Moulay Slissen,مولاي سليسن,Moulay Slissen,22,سيدي بلعباس,Sidi Bel Abbès
804,الحصيبة,El Hacaiba,مولاي سليسن,Moulay Slissen,22,سيدي بلعباس,Sidi Bel Abbès
792,عين تندمين,Ain Tindamine,مولاي سليسن,Moulay Slissen,22,سيدي بلعباس,Sidi Bel Abbès
837,تنيرة,Tenira,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès
816,وادي سفيون,Oued Sefioun,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès
805,حاسي دحو,Hassi Dahou,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès
817,وادي تاوريرة,Oued Taourira,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès
798,بن عشيبة شلية,Benachiba Chelia,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès
831,سيدي يعقوب,Sidi Yacoub,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès
830,سيدي لحسن,Sidi Lahcene,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès
829,سيدي خالد,Sidi Khaled,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès
832,طابية,Tabia,سيدي علي بن يوب,Sidi Ali Ben Youb,22,سيدي بلعباس,Sidi Bel Abbès
825,سيدي ابراهيم,Sidi Brahim,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès
794,العمارنة,Amarnas,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès
801,بوخنفيس,Boukhanefis,سيدي علي بن يوب,Sidi Ali Ben Youb,22,سيدي بلعباس,Sidi Bel Abbès
806,حاسي زهانة,Hassi Zahana,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès
802,شيطوان البلايلة,Chetouane Belaila,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès
797,بن باديس,Ben Badis,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès
795,بضرابين المقراني,Bedrabine El Mokrani,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès
821,سفيزف,Sfisef,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès
810,مسيد,M'cid,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès
800,بوجبهة البرج,Boudjebaa El Bordj,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès
793,عين أدن,Ain- Adden,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès
828,سيدي حمادوش,Sidi Hamadouche,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès
826,سيدي شعيب,Sidi Chaib,مرحوم,Marhoum,22,سيدي بلعباس,Sidi Bel Abbès
808,مكدرة,Makedra,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès
789,عين البرد,Ain El Berd,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès
819,رجم دموش,Redjem Demouche,راس الماء,Ras El Ma,22,سيدي بلعباس,Sidi Bel Abbès
818,راس الماء,Ras El Ma,راس الماء,Ras El Ma,22,سيدي بلعباس,Sidi Bel Abbès
815,وادي السبع,Oued Sebaa,راس الماء,Ras El Ma,22,سيدي بلعباس,Sidi Bel Abbès
809,مرحوم,Marhoum,مرحوم,Marhoum,22,سيدي بلعباس,Sidi Bel Abbès
824,سيدي بلعباس,Sidi Bel-Abbes,سيدي بلعباس,Sidi Bel Abbes,22,سيدي بلعباس,Sidi Bel Abbès
791,عين الثريد,Ain Thrid,تسالة,Tessala,22,سيدي بلعباس,Sidi Bel Abbès
820,السهالة الثورة,Sehala Thaoura,تسالة,Tessala,22,سيدي بلعباس,Sidi Bel Abbès
838,تسالة,Tessala,تسالة,Tessala,22,سيدي بلعباس,Sidi Bel Abbès
796,بلعربي,Belarbi,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès
813,مصطفى بن ابراهيم,Mostefa  Ben Brahim,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès
839,تلموني,Tilmouni,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès
840,زروالة,Zerouala,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès
803,الضاية,Dhaya,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès
812,مزاورو,Mezaourou,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès
835,تغاليمت,Teghalimet,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès
836,تلاغ,Telagh,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès
790,عين قادة,Ain Kada,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès
807,لمطار,Lamtar,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès
823,سيدي علي بوسيدي,Sidi Ali Boussidi,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès
827,سيدي دحو الزاير,Sidi Dahou Zairs,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès
799,بئر الحمام,Bir El Hammam,مرحوم,Marhoum,22,سيدي بلعباس,Sidi Bel Abbès
811,مرين,Merine,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès
834,تفسور,Tefessour,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès
833,تاودموت,Taoudmout,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès
842,عنابة,Annaba,عنابة,Annaba,23,عنابة,Annaba
850,سرايدي,Seraidi,عنابة,Annaba,23,عنابة,Annaba
843,برحال,Berrahal,برحال,Berrahal,23,عنابة,Annaba
849,واد العنب,Oued El Aneb,برحال,Berrahal,23,عنابة,Annaba
848,الحجار,El Hadjar,الحجار,El Hadjar,23,عنابة,Annaba
851,سيدي عمار,Sidi Amar,الحجار,El Hadjar,23,عنابة,Annaba
846,البوني,El Bouni,البوني,El Bouni,23,عنابة,Annaba
841,عين الباردة,Ain El Berda,عين الباردة,Ain El Berda,23,عنابة,Annaba
845,الشرفة,Cheurfa,عين الباردة,Ain El Berda,23,عنابة,Annaba
847,العلمة,El Eulma,عين الباردة,Ain El Berda,23,عنابة,Annaba
852,التريعات,Treat,برحال,Berrahal,23,عنابة,Annaba
844,شطايبي,Chetaibi,شطايبي,Chetaibi,23,عنابة,Annaba
875,نشماية,Nechmaya,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma
863,بوحمدان,Bou Hamdane,حمام دباغ,Hammam Debagh,24,قالمة,Guelma
872,حمام دباغ,Hammam Debagh,حمام دباغ,Hammam Debagh,24,قالمة,Guelma
884,الركنية,Roknia,حمام دباغ,Hammam Debagh,24,قالمة,Guelma
867,الدهوارة,Dahouara,حمام النبايل,Hammam N'bails,24,قالمة,Guelma
873,حمام النبايل,Hammam N'bail,حمام النبايل,Hammam N'bails,24,قالمة,Guelma
871,قالمة,Guelma,قالمة,Guelma,24,قالمة,Guelma
866,بومهرة أحمد,Boumahra Ahmed,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma
853,عين بن بيضاء,Ain Ben Beida,بوشقوف,Bouchegouf,24,قالمة,Guelma
865,بوشقوف,Bouchegouf,بوشقوف,Bouchegouf,24,قالمة,Guelma
878,مجاز الصفاء,Medjez Sfa,بوشقوف,Bouchegouf,24,قالمة,Guelma
881,وادي فراغة,Oued Ferragha,بوشقوف,Bouchegouf,24,قالمة,Guelma
864,بوعاتي محمود,Bouati Mahmoud,هيليوبوليس,Heliopolis,24,قالمة,Guelma
869,الفجوج,El Fedjoudj,هيليوبوليس,Heliopolis,24,قالمة,Guelma
874,هيليوبوليس,Heliopolis,هيليوبوليس,Heliopolis,24,قالمة,Guelma
877,مجاز عمار,Medjez Amar,عين حساينية,Ain Hessainia,24,قالمة,Guelma
879,هواري بومدين,Houari Boumedienne,عين حساينية,Ain Hessainia,24,قالمة,Guelma
883,رأس العقبة,Ras El Agba,عين حساينية,Ain Hessainia,24,قالمة,Guelma
885,سلاوة عنونة,Sellaoua Announa,عين حساينية,Ain Hessainia,24,قالمة,Guelma
868,جبالة الخميسي,Djeballah Khemissi,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma
861,برج صباط,Bordj Sabath,وادي الزناتي,Oued Zenati,24,قالمة,Guelma
882,وادي الزناتي,Oued Zenati,وادي الزناتي,Oued Zenati,24,قالمة,Guelma
856,عين رقادة,Ain Regada,وادي الزناتي,Oued Zenati,24,قالمة,Guelma
854,عين العربي,Ain Larbi,عين مخلوف,Ain Makhlouf,24,قالمة,Guelma
855,عين مخلوف,Ain Makhlouf,عين مخلوف,Ain Makhlouf,24,قالمة,Guelma
886,تاملوكة,Tamlouka,عين مخلوف,Ain Makhlouf,24,قالمة,Guelma
857,عين صندل,Ain Sandel,خزارة,Khezaras,24,قالمة,Guelma
862,بوحشانة,Bou Hachana,خزارة,Khezaras,24,قالمة,Guelma
876,لخزارة,Khezaras,خزارة,Khezaras,24,قالمة,Guelma
858,بلخير,Belkheir,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma
860,بني مزلين,Beni Mezline,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma
870,قلعة بوصبع,Guelaat Bou Sbaa,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma
880,وادي الشحم,Oued Cheham,حمام النبايل,Hammam N'bails,24,قالمة,Guelma
859,بن جراح,Bendjarah,قالمة,Guelma,24,قالمة,Guelma
892,ديدوش مراد,Didouche Mourad,حامة بوزيان,Hamma Bouziane,25,قسنطينة,Constantine
894,حامة بوزيان,Hamma Bouziane,حامة بوزيان,Hamma Bouziane,25,قسنطينة,Constantine
890,بني حميدان,Beni Hamidane,زيغود يوسف,Zighoud Youcef,25,قسنطينة,Constantine
898,زيغود يوسف,Zighoud Youcef,زيغود يوسف,Zighoud Youcef,25,قسنطينة,Constantine
888,عين السمارة,Ain Smara,الخروب,El Khroub,25,قسنطينة,Constantine
893,الخروب,El Khroub,الخروب,El Khroub,25,قسنطينة,Constantine
897,أولاد رحمون,Ouled Rahmoun,الخروب,El Khroub,25,قسنطينة,Constantine
887,عين عبيد,Ain Abid,عين عبيد,Ain Abid,25,قسنطينة,Constantine
889,أبن باديس الهرية,Ben Badis,عين عبيد,Ain Abid,25,قسنطينة,Constantine
895,ابن زياد,Ibn Ziad,ابن زياد,Ibn Ziad,25,قسنطينة,Constantine
896,بوجريو مسعود,Messaoud Boudjeriou,ابن زياد,Ibn Ziad,25,قسنطينة,Constantine
891,قسنطينة,Constantine,قسنطينة,Constantine,25,قسنطينة,Constantine
943,أولاد هلال,Ouled Hellal,أولاد عنتر,Ouled Antar,26,المدية,Médéa
956,السواقي,Souagui,السواقي,Souaghi,26,المدية,Médéa
929,قصر البخاري,Ksar El Boukhari,قصر البخاري,Ksar El Boukhari,26,المدية,Médéa
934,مفاتحة,M'fatha,قصر البخاري,Ksar El Boukhari,26,المدية,Médéa
947,السانق,Saneg,قصر البخاري,Ksar El Boukhari,26,المدية,Médéa
920,العزيزية,El Azizia,العزيزية,El Azizia,26,المدية,Médéa
930,مغراوة,Maghraoua,العزيزية,El Azizia,26,المدية,Médéa
935,ميهوب,Mihoub,العزيزية,El Azizia,26,المدية,Médéa
909,بوعيش,Bouaiche,الشهبونية,Chahbounia,26,المدية,Médéa
912,بوغزول,Boughzoul,الشهبونية,Chahbounia,26,المدية,Médéa
914,الشهبونية,Chabounia,الشهبونية,Chahbounia,26,المدية,Médéa
926,حناشة,Hannacha,عوامري,Ouamri,26,المدية,Médéa
936,عوامري,Ouamri,عوامري,Ouamri,26,المدية,Médéa
937,وادي حربيل,Oued Harbil,عوامري,Ouamri,26,المدية,Médéa
905,بني سليمان,Beni Slimane,بني سليمان,Beni Slimane,26,المدية,Médéa
910,بوعيشون,Bouaichoune,سي المحجوب,Si Mahdjoub,26,المدية,Médéa
939,أولاد بوعشرة,Ouled Bouachra,سي المحجوب,Si Mahdjoub,26,المدية,Médéa
950,سي المحجوب,Si Mahdjoub,سي المحجوب,Si Mahdjoub,26,المدية,Médéa
913,بوسكن,Bouskene,بني سليمان,Beni Slimane,26,المدية,Médéa
953,سيدي الربيع,Sidi Rabie,بني سليمان,Beni Slimane,26,المدية,Médéa
906,البرواقية,Berrouaghia,البرواقية,Berrouaghia,26,المدية,Médéa
941,أولاد دايد,Ouled Deid,البرواقية,Berrouaghia,26,المدية,Médéa
946,الربعية,Rebaia,البرواقية,Berrouaghia,26,المدية,Médéa
932,مجبر,Medjebar,سغوان,Seghouane,26,المدية,Médéa
961,ثلاث دوائر,Tletat Ed Douair,سغوان,Seghouane,26,المدية,Médéa
962,الزبيرية,Zoubiria,سغوان,Seghouane,26,المدية,Médéa
901,العيساوية,Aissaouia,تابلاط,Tablat,26,المدية,Médéa
923,الحوضان,El Haoudane,تابلاط,Tablat,26,المدية,Médéa
933,مزغنة,Mezerana,تابلاط,Tablat,26,المدية,Médéa
957,تابلاط,Tablat,تابلاط,Tablat,26,المدية,Médéa
908,بوغار,Boghar,أولاد عنتر,Ouled Antar,26,المدية,Médéa
949,سغوان,Seghouane,سغوان,Seghouane,26,المدية,Médéa
919,ذراع السمار,Draa Esmar,المدية,Medea,26,المدية,Médéa
931,المدية,Medea,المدية,Medea,26,المدية,Médéa
959,تمسقيدة,Tamesguida,المدية,Medea,26,المدية,Médéa
904,بن شكاو,Ben Chicao,وزرة,Ouzera,26,المدية,Médéa
922,الحمدانية,El Hamdania,وزرة,Ouzera,26,المدية,Médéa
945,وزرة,Ouzera,وزرة,Ouzera,26,المدية,Médéa
960,تيزي مهدي,Tizi Mahdi,وزرة,Ouzera,26,المدية,Médéa
899,عين بوسيف,Ain Boucif,عين بوسيف,Ain Boucif,26,المدية,Médéa
925,العوينات,El Ouinet,عين بوسيف,Ain Boucif,26,المدية,Médéa
927,الكاف الاخضر,Kef Lakhdar,عين بوسيف,Ain Boucif,26,المدية,Médéa
942,أولاد امعرف,Ouled Emaaraf,عين بوسيف,Ain Boucif,26,المدية,Médéa
951,سيدي دامد,Sidi Demed,عين بوسيف,Ain Boucif,26,المدية,Médéa
903,بعطة,Baata,العمارية,El Omaria,26,المدية,Médéa
924,العمارية,El Omaria,العمارية,El Omaria,26,المدية,Médéa
940,أولاد إبراهيم,Ouled Brahim,العمارية,El Omaria,26,المدية,Médéa
907,بئر بن عابد,Bir Ben Laabed,القلب الكبير,Guelb El Kebir,26,المدية,Médéa
921,القلب الكبير,El Guelbelkebir,القلب الكبير,Guelb El Kebir,26,المدية,Médéa
948,سدراية,Sedraya,القلب الكبير,Guelb El Kebir,26,المدية,Médéa
900,عين اقصير,Ain Ouksir,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa
915,شلالة العذاورة,Chelalet El Adhaoura,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa
916,شنيقل,Cheniguel,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa
958,تفراوت,Tafraout,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa
911,بوشراحيل,Bouchrahil,سيدي نعمان,Sidi Naamane,26,المدية,Médéa
928,خمس جوامع,Khams Djouamaa,سيدي نعمان,Sidi Naamane,26,المدية,Médéa
952,سيدي نعمان,Sidi Naamane,سيدي نعمان,Sidi Naamane,26,المدية,Médéa
902,عزيز,Aziz,عزيز,Aziz,26,المدية,Médéa
917,دراق,Derrag,عزيز,Aziz,26,المدية,Médéa
944,أم الجليل,Oum El Djellil,عزيز,Aziz,26,المدية,Médéa
918,جواب,Djouab,السواقي,Souaghi,26,المدية,Médéa
954,سيدي زهار,Sidi Zahar,السواقي,Souaghi,26,المدية,Médéa
955,سيدي زيان,Sidi Ziane,السواقي,Souaghi,26,المدية,Médéa
938,أولاد عنتر,Ouled Antar,أولاد عنتر,Ouled Antar,26,المدية,Médéa
970,فرناقة,Fornaka,عين نويسي,Ain Nouicy,27,مستغانم,Mostaganem
981,وادي الخير,Oued El Kheir,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem
973,الحسيان (بني ياحي,Hassiane,عين نويسي,Ain Nouicy,27,مستغانم,Mostaganem
972,حاسي ماماش,Hassi Mameche,حاسي ماماش,Hassi Mameche,27,مستغانم,Mostaganem
977,مزغران,Mazagran,حاسي ماماش,Hassi Mameche,27,مستغانم,Mostaganem
992,ستيدية,Stidia,حاسي ماماش,Hassi Mameche,27,مستغانم,Mostaganem
967,عين تادلس,Ain-Tedles,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem
987,سيدي بلعطار,Sidi Belaattar,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem
991,سور,Sour,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem
964,عين بودينار,Ain-Boudinar,خير الدين,Kheir Eddine,27,مستغانم,Mostaganem
975,خير الدين,Kheir-Eddine,خير الدين,Kheir Eddine,27,مستغانم,Mostaganem
985,صيادة,Sayada,خير الدين,Kheir Eddine,27,مستغانم,Mostaganem
